Park,placeID,canopy.coverage,Lat,Long,Nights.active,Cat,Fox,trapping_rate_cat,trapping_rate_fox,distance,park.size
HH,26,76.974,51.5608,-0.1607,13,1,52,0.076923077,4,251.0996207,3606309
HH,27,30.348,51.5605812,-0.1571999,20,0,13,0,0.65,260.6807176,3606309
HH,28,20.866,51.5606483,-0.1531018,21,0,17,0,0.80952381,71.64853427,3606309
HH,29,29.847,51.5610435,-0.1507181,21,0,10,0,0.476190476,14.6796731,3606309
HH,30,29.847,51.56216468,-0.184381661,15,0,34,0,2.266666667,9.231739003,3606309
HH,31,66.105,51.56216468,-0.182263438,21,0,9,0,0.428571429,130.929601,3606309
HH,32,66.105,51.56216468,-0.180145214,21,0,9,0,0.428571429,94.00998703,3606309
HH,33,75.463,51.56216468,-0.173790542,21,0,15,0,0.714285714,143.167613,3606309
HH,34,86.228,51.56216468,-0.171672318,21,0,20,0,0.952380952,222.170517,3606309
HH,35,86.228,51.56216468,-0.169554095,21,0,24,0,1.142857143,311.8898759,3606309
HH,36,29.884,51.56216468,-0.163199423,21,0,26,0,1.238095238,341.6330832,3606309
HH,37,30.348,51.5632,-0.1614,15,0,16,0,1.066666667,397.9249187,3606309
HH,38,30.348,51.5619569,-0.1595187,16,0,16,0,1,337.0266744,3606309
HH,39,30.348,51.5621578,-0.1571345,11,0,19,0,1.727272727,180.3430057,3606309
HH,40,42.689,51.56216468,-0.154726527,21,0,29,0,1.380952381,64.15567408,3606309
HH,41,42.689,51.5632,-0.1885,21,0,49,0,2.333333333,71.50366734,3606309
HH,42,66.105,51.56216,-0.16531,21,0,7,0,0.333333333,354.0876455,3606309
HH,43,66.105,51.563481,-0.182263438,21,0,1,0,0.047619048,212.9030648,3606309
HH,44,66.105,51.5636,-0.1804,12,0,38,0,3.166666667,253.8423611,3606309
HH,45,92.544,51.563481,-0.173790542,21,0,15,0,0.714285714,286.6300755,3606309
HH,46,86.228,51.563481,-0.169554095,21,0,23,0,1.095238095,427.3924835,3606309
HH,47,56.831,51.563481,-0.165317647,21,0,0,0,0,497.3163646,3606309
HH,48,56.831,51.563922,-0.1653009,8,0,26,0,3.25,545.3391027,3606309
HH,49,29.884,51.563481,-0.161081199,20,0,0,0,0,368.6440286,3606309
HH,50,29.884,51.563481,-0.158962975,21,0,4,0,0.19047619,227.7235554,3606309
HH,51,29.884,51.563481,-0.156844751,21,0,18,0,0.857142857,95.31468211,3606309
HH,52,86.661,51.5647,-0.1886,21,0,68,0,3.238095238,107.7117312,3606309
HH,53,86.661,51.5647,-0.1866,21,0,28,0,1.333333333,245.9445412,3606309
HH,54,76.25,51.5647443,-0.18433425,21,0,15,0,0.714285714,272.4847813,3606309
HH,55,76.25,51.56479731,-0.182263438,36,2,74,0.055555556,2.055555556,335.0261046,3606309
HH,56,93.228,51.5648,-0.1801,21,0,7,0,0.333333333,387.1072842,3606309
HH,57,93.228,51.5652,-0.178,21,0,37,0,1.761904762,457.9017706,3606309
HH,58,92.544,51.5649,-0.1759,17,0,2,0,0.117647059,437.2988393,3606309
HH,59,92.544,51.56479,-0.17379,21,0,0,0,0,431.2782697,3606309
HH,60,93.109,51.5648246,-0.171596,21,0,21,0,1,474.1050641,3606309
HH,61,93.109,51.56479731,-0.169554095,21,0,24,0,1.142857143,544.6372687,3606309
HH,62,56.831,51.56479731,-0.167435871,21,0,4,0,0.19047619,632.6115459,3606309
HH,63,56.831,51.5647973,-0.1653176,18,0,34,0,1.888888889,522.7859282,3606309
HH,64,53.148,51.56509,-0.16314,21,0,0,0,0,392.2853374,3606309
HH,65,53.148,51.56479731,-0.161081199,16,0,18,0,1.125,313.2974352,3606309
HH,66,44.912,51.5648015,-0.1591011,1,0,2,0,2,209.5628842,3606309
HH,67,72.088,51.56611,-0.19073,21,0,19,0,0.904761905,42.03317692,3606309
HH,68,72.088,51.56611,-0.18649,11,0,6,0,0.545454545,266.421843,3606309
HH,69,76.25,51.5661,-0.1844,12,0,2,0,0.166666667,238.5192705,3606309
HH,70,76.25,51.56611362,-0.182263438,51,0,108,0,2.117647059,241.2734629,3606309
HH,71,93.228,51.566,-0.1801,21,0,1,0,0.047619048,332.6246427,3606309
HH,72,93.228,51.566,-0.178,21,0,17,0,0.80952381,422.8749679,3606309
HH,73,63.735,51.5664,-0.1757,21,0,2,0,0.095238095,309.5172224,3606309
HH,74,63.735,51.56611,-0.17379,19,0,10,0,0.526315789,330.2959652,3606309
HH,75,93.109,51.5658856,-0.1711005,15,0,1,0,0.066666667,419.4502784,3606309
HH,76,77.625,51.5663,-0.1674,20,0,23,0,1.15,547.9253099,3606309
HH,77,77.625,51.5661,-0.1652,7,0,1,0,0.142857143,423.2415577,3606309
HH,78,53.148,51.56611,-0.16319,21,0,2,0,0.095238095,315.2312918,3606309
HH,79,53.148,51.56611,-0.16108,18,0,5,0,0.277777778,210.8943772,3606309
HH,80,54.575,51.56611362,-0.158962975,21,0,60,0,2.857142857,105.9248383,3606309
HH,81,54.575,51.56742,-0.19073,21,0,24,0,1.142857143,116.8950183,3606309
HH,82,54.575,51.56742,-0.18861,12,0,1,0,0.083333333,122.7293882,3606309
HH,83,54.575,51.56729,-0.18668,11,0,27,0,2.454545455,158.5065217,3606309
HH,84,61.519,51.56742,-0.18438,21,1,47,0.047619048,2.238095238,96.08448206,3606309
HH,85,61.519,51.5673,-0.1801,21,0,4,0,0.19047619,225.0094427,3606309
HH,86,63.735,51.5671,-0.178,21,0,4,0,0.19047619,330.6520354,3606309
HH,87,63.735,51.56742994,-0.175908766,12,0,13,0,1.083333333,209.942066,3606309
HH,88,63.735,51.5674643,-0.1734098,21,0,25,0,1.19047619,189.34208,3606309
HH,89,58.233,51.5677613,-0.1715108,13,0,21,0,1.615384615,245.2789818,3606309
HH,90,93.109,51.567351,-0.1694268,21,0,56,0,2.666666667,391.6858258,3606309
HH,91,77.625,51.56742,-0.16743,13,0,2,0,0.153846154,508.0333537,3606309
HH,92,77.625,51.56742,-0.16531,21,0,7,0,0.333333333,370.9693396,3606309
HH,93,77.625,51.56742,-0.16319,21,0,49,0,2.333333333,230.6094447,3606309
HH,94,53.148,51.56742,-0.16108,21,0,27,0,1.285714286,108.7603616,3606309
HH,95,87.911,51.56874,-0.18014,21,0,4,0,0.19047619,141.2087461,3606309
HH,96,87.911,51.56874,-0.17802,21,0,10,0,0.476190476,190.1699535,3606309
HH,97,63.735,51.56874625,-0.173790542,13,0,10,0,0.769230769,53.18828793,3606309
HH,98,58.233,51.568528,-0.1710123,19,0,0,0,0,230.7918867,3606309
HH,99,58.233,51.5686933,-0.1698261,14,0,3,0,0.214285714,301.0435336,3606309
HH,100,77.625,51.56874625,-0.167435871,21,0,12,0,0.571428571,461.4531223,3606309
HH,101,77.625,51.56874,-0.16531,21,0,28,0,1.333333333,353.9023948,3606309
HH,102,63.111,51.56874,-0.16319,33,0,26,0,0.787878788,222.1383048,3606309
HH,103,87.911,51.57006,-0.18014,35,0,13,0,0.371428571,116.6287287,3606309
HH,104,58.223,51.5696048,-0.171432,37,0,4,0,0.108108108,172.8675833,3606309
HH,105,58.223,51.5699799,-0.1703089,29,0,14,0,0.482758621,243.6920766,3606309
HH,106,58.223,51.5699799,-0.1703089,26,0,60,0,2.307692308,243.6920766,3606309
HH,107,38.928,51.57006256,-0.165317647,9,2,13,0.222222222,1.444444444,282.4450978,3606309
HH,108,64.813,51.5697976,-0.1629294,20,0,3,0,0.15,151.2989046,3606309
HH,109,64.813,51.5703065,-0.1606134,21,0,25,0,1.19047619,36.38364367,3606309
HH,110,55.008,51.57006,-0.15895,21,1,78,0.047619048,3.714285714,60.14171006,3606309
HH,111,56.875,51.57137,-0.18014,21,0,31,0,1.476190476,10.78180927,3606309
HH,112,63.111,51.57137888,-0.171672318,13,0,4,0,0.307692308,81.38568027,3606309
HH,113,63.111,51.571433,-0.1695062,21,0,196,0,9.333333333,150.5487375,3606309
HH,114,38.928,51.5718852,-0.1671858,10,1,45,0.1,4.5,132.8710021,3606309
HH,115,38.928,51.5712542,-0.1657639,21,0,8,0,0.380952381,166.1449909,3606309
HH,116,48.584,51.5713765,-0.1618753,40,0,79,0,1.975,46.66418966,3606309
HH,117,48.584,51.57137888,-0.161081199,33,3,138,0.090909091,4.181818182,6.319854086,3606309
HH,118,40.204,51.5722,-0.1849,12,0,14,0,1.166666667,7.006498319,3606309
HH,119,49.307,51.57269,-0.18226,21,0,81,0,3.857142857,59.27930983,3606309
HH,120,49.307,51.57269,-0.18226,19,3,156,0.157894737,8.210526316,59.27930983,3606309
HH,121,46.453,51.572707,-0.1675777,21,1,12,0.047619048,0.571428571,38.23700881,3606309
HH,122,46.453,51.5726848,-0.165448,21,29,24,1.380952381,1.142857143,6.171826216,3606309
HH,123,48.584,51.5725533,-0.1629496,21,0,146,0,6.952380952,8.246243422,3606309
HH,124,48.584,51.57256,-0.16108,21,0,105,0,5,21.4739715,3606309
HH,125,40.204,51.5735546,-0.1862576,21,0,13,0,0.619047619,35.07220683,3606309
HH,126,21.743,51.5749,-0.1877,21,0,33,0,1.571428571,40.40710365,3606309
HH,127,21.743,51.5757606,-0.1846537,21,0,91,0,4.333333333,98.90327863,3606309
HH,128,21.743,51.5768,-0.1885,11,0,71,0,6.454545455,1.398474588,3606309
HH,129,42.37,51.5767778,-0.1844793,15,0,11,0,0.733333333,142.6473821,3606309
HH,130,21.743,51.5764692,-0.1862298,9,0,2,0,0.222222222,111.829957,3606309
Regent,1,31.044,51.53657,-0.15443,15,0,1,0,0.066666667,87.17379954,1798265
Regent,2,31.044,51.53692,-0.15255,15,0,33,0,2.2,77.57111068,1798265
Regent,3,31.044,51.53666,-0.15035,15,0,4,0,0.266666667,83.44102108,1798265
Regent,4,27.287,51.53675,-0.14857,15,0,6,0,0.4,9.135446299,1798265
Regent,5,27.287,51.53547,-0.15777,1,0,0,0,0,125.4735842,1798265
Regent,6,40.016,51.53532,-0.15608,1,0,0,0,0,182.9127491,1798265
Regent,7,40.016,51.53515,-0.15421,34,0,9,0,0.264705882,242.8026052,1798265
Regent,8,45.052,51.53549,-0.15203,15,0,5,0,0.333333333,235.0407209,1798265
Regent,9,27.287,51.53476,-0.15129,14,0,7,0,0.5,273.0192112,1798265
Regent,10,27.287,51.53515,-0.14865,13,0,27,0,2.076923077,85.14947709,1798265
Regent,11,27.287,51.53408,-0.16162,15,0,41,0,2.733333333,161.2101363,1798265
Regent,12,62.15,51.53424,-0.15925,15,0,2,0,0.133333333,215.8070255,1798265
Regent,13,24.987,51.53441,-0.15792,8,0,1,0,0.125,231.9008903,1798265
Regent,14,40.016,51.53387,-0.15445,16,0,16,0,1,373.9463344,1798265
Regent,15,45.052,51.53337,-0.15212,16,0,83,0,5.1875,356.6699627,1798265
Regent,16,42.798,51.53366,-0.15046,15,0,9,0,0.6,237.2948409,1798265
Regent,17,42.798,51.53397,-0.14796,15,0,26,0,1.733333333,60.4608268,1798265
Regent,18,42.798,51.53249,-0.1635,15,0,17,0,1.133333333,185.5584098,1798265
Regent,19,44.572,51.53304,-0.16141,38,0,24,0,0.631578947,269.0679675,1798265
Regent,20,62.15,51.53214,-0.1598,13,0,7,0,0.538461538,410.3316195,1798265
Regent,21,24.987,51.5333,-0.15407,14,0,2,0,0.142857143,442.5851979,1798265
Regent,22,24.987,51.5324,-0.15194,11,0,0,0,0,373.180215,1798265
Regent,23,45.052,51.5328,-0.15002,5,0,7,0,1.4,232.9201535,1798265
Regent,24,42.798,51.53276,-0.14876,14,0,13,0,0.928571429,149.9040973,1798265
Regent,25,42.798,51.53131,-0.16129,14,0,39,0,2.785714286,376.730917,1798265
Regent,26,42.798,51.53086,-0.16005,6,0,33,0,5.5,432.7133904,1798265
Regent,27,44.572,51.53146,-0.15717,9,0,37,0,4.111111111,557.0048455,1798265
Regent,28,44.922,51.53144,-0.15517,15,0,36,0,2.4,608.6161298,1798265
Regent,29,24.987,51.53064,-0.1534,14,0,14,0,1,523.3003392,1798265
Regent,30,34.238,51.53152,-0.15033,12,0,2,0,0.166666667,291.8465237,1798265
Regent,31,34.238,51.53034,-0.14896,12,0,1,0,0.083333333,235.5032553,1798265
Regent,32,42.798,51.5296,-0.16349,9,0,7,0,0.777777778,163.2316747,1798265
Regent,33,33.344,51.53005,-0.16111,14,0,64,0,4.571428571,317.8230617,1798265
Regent,34,34.501,51.53053,-0.16056,3,0,12,0,4,381.8664064,1798265
Regent,35,44.922,51.52987,-0.15713,14,0,19,0,1.357142857,490.4717149,1798265
Regent,36,44.922,51.53006,-0.15491,11,0,55,0,5,587.8005312,1798265
Regent,37,44.922,51.52982,-0.15297,15,0,19,0,1.266666667,519.0414083,1798265
Regent,38,34.238,51.53002,-0.15038,14,0,1,0,0.071428571,339.963575,1798265
Regent,39,34.238,51.5298,-0.14879,14,0,0,0,0,239.0214038,1798265
Regent,40,46.344,51.53002,-0.14601,10,0,33,0,3.3,46.6784941,1798265
Regent,41,46.344,51.528784,-0.163559,5,0,9,0,1.8,97.29432582,1798265
Regent,42,15.494,51.52853,-0.16137,9,0,19,0,2.111111111,187.9173821,1798265
Regent,43,34.501,51.528667,-0.158932,14,0,63,0,4.5,308.1291585,1798265
Regent,44,34.501,51.52903,-0.1537,5,0,0,0,0,551.0800333,1798265
Regent,45,44.922,51.5286,-0.15242,14,0,3,0,0.214285714,482.0308037,1798265
Regent,46,49.086,51.52909,-0.15088,14,0,3,0,0.214285714,382.3909672,1798265
Regent,47,49.086,51.52875,-0.14808,14,0,5,0,0.357142857,187.3849209,1798265
Regent,48,46.344,51.52875,-0.1461,4,0,42,0,10.5,50.03293379,1798265
Regent,49,46.344,51.52729,-0.16103,15,0,9,0,0.6,102.0186946,1798265
Regent,50,21.818,51.52708,-0.15698,5,0,31,0,6.2,236.7208764,1798265
Regent,51,21.818,51.52746,-0.15509,15,0,4,0,0.266666667,364.8512984,1798265
Regent,52,21.818,51.52708,-0.15266,15,0,16,0,1.066666667,323.6607615,1798265
Regent,53,49.086,51.52689,-0.15142,12,0,21,0,1.75,280.1617105,1798265
Regent,54,49.086,51.52742,-0.14828,11,0,26,0,2.363636364,198.1981338,1798265
Regent,55,48.687,51.5274,-0.14602,14,0,33,0,2.357142857,41.37378062,1798265
Regent,56,48.687,51.52565,-0.1592,14,0,21,0,1.5,15.80679218,1798265
Regent,57,21.888,51.52506,-0.15684,14,3,72,0.214285714,5.142857143,94.78754521,1798265
Regent,58,43.345,51.52583,-0.15429,14,0,27,0,1.928571429,220.1632805,1798265
Regent,59,43.345,51.52593,-0.15333,14,0,32,0,2.285714286,212.9579695,1798265
Regent,60,43.345,51.52582,-0.15071,14,0,388,0,27.71428571,152.2729254,1798265
Regent,61,43.345,51.52604,-0.14801,1,0,4,0,4,141.9558269,1798265
Regent,62,48.687,51.52649,-0.14659,14,0,90,0,6.428571429,78.73421109,1798265
Regent,63,48.687,51.52458,-0.15713,2,0,27,0,13.5,38.21675727,1798265
Regent,64,21.888,51.52496,-0.15416,14,0,43,0,3.071428571,124.5274331,1798265
Regent,65,43.345,51.52481,-0.15241,14,0,65,0,4.642857143,75.7920085,1798265
Regent,66,43.345,51.5252085,-0.1481401,12,0,8,0,0.666666667,50.84066365,1798265
