hex_id,hex_area,canopykmsq,canopy_per,centroid_x,centroid_y
11171245,106088.115,17352.245,16.356,520239.1887,181575.7975
11171247,106088.115,18131.846,17.091,520239.1887,181925.7975
11171249,106088.115,3287.387,3.099,520239.1887,182275.7975
11171251,106088.115,855.952,0.807,520239.1887,182625.7975
11171253,106088.115,1083.231,1.021,520239.1887,182975.7975
11171255,106088.115,902.987,0.851,520239.1887,183325.7975
11171257,106088.115,7486.767,7.057,520239.1887,183675.7975
11171259,106088.115,15690.684,14.79,520239.1887,184025.7975
11171261,106088.115,20700.391,19.512,520239.1887,184375.7975
11171263,106088.115,13057.662,12.308,520239.1887,184725.7975
11171265,106088.115,16949.909,15.977,520239.1887,185075.7975
11171267,106088.115,16431.57,15.489,520239.1887,185425.7975
11171269,106088.115,7299.756,6.881,520239.1887,185775.7975
11171271,106088.115,35412.413,33.38,520239.1887,186125.7975
11171273,106088.115,17128.139,16.145,520239.1887,186475.7975
11171275,106088.115,21863.793,20.609,520239.1887,186825.7975
11171277,106088.115,13478.123,12.705,520239.1887,187175.7975
11171279,106088.115,23722.054,22.361,520239.1887,187525.7975
11171281,106088.115,20011.918,18.863,520239.1887,187875.7975
11171283,106088.115,21946.927,20.687,520239.1887,188225.7975
11171285,106088.115,23535.823,22.185,520239.1887,188575.7975
11171287,106088.115,24543.915,23.135,520239.1887,188925.7975
11171289,106088.115,17024.741,16.048,520239.1887,189275.7975
11171291,106088.115,12094.544,11.4,520239.1887,189625.7975
11171293,106088.115,5932.91,5.592,520239.1887,189975.7975
11171295,106088.115,16698.983,15.741,520239.1887,190325.7975
11171297,106088.115,27215.475,25.654,520239.1887,190675.7975
11171299,106088.115,24214.049,22.824,520239.1887,191025.7975
11171301,106088.115,17919.566,16.891,520239.1887,191375.7975
11171303,106088.115,22169.898,20.898,520239.1887,191725.7975
11171305,106088.115,15178.449,14.307,520239.1887,192075.7975
11171307,106088.115,17342.283,16.347,520239.1887,192425.7975
11171309,106088.115,30030.328,28.307,520239.1887,192775.7975
11171311,106088.115,33312.748,31.401,520239.1887,193125.7975
11171313,106088.115,46836.876,44.149,520239.1887,193475.7975
11171315,106088.115,31427.595,29.624,520239.1887,193825.7975
11171317,106088.115,51734.397,48.765,520239.1887,194175.7975
11171319,106088.115,60464.716,56.995,520239.1887,194525.7975
11171321,106088.115,76972.973,72.556,520239.1887,194875.7975
11171323,106088.115,13385.016,12.617,520239.1887,195225.7975
11181152,106088.115,28191.447,26.574,520542.2976,165300.7975
11181154,106088.115,41434.72,39.057,520542.2976,165650.7975
11181156,106088.115,10496.877,9.894,520542.2976,166000.7975
11181158,106088.115,41705.144,39.312,520542.2976,166350.7975
11181160,106088.115,48149.596,45.386,520542.2976,166700.7975
11181162,106088.115,20289.333,19.125,520542.2976,167050.7975
11181164,106088.115,17022.077,16.045,520542.2976,167400.7975
11181166,106088.115,18305.823,17.255,520542.2976,167750.7975
11181168,106088.115,11061.44,10.427,520542.2976,168100.7975
11181170,106088.115,7907.483,7.454,520542.2976,168450.7975
11181172,106088.115,10928.825,10.302,520542.2976,168800.7975
11181174,106088.115,16592.759,15.641,520542.2976,169150.7975
11181176,106088.115,24313.207,22.918,520542.2976,169500.7975
11181178,106088.115,34609.8,32.624,520542.2976,169850.7975
11181180,106088.115,40274.221,37.963,520542.2976,170200.7975
11181182,106088.115,46740.494,44.058,520542.2976,170550.7975
11181184,106088.115,53366.689,50.304,520542.2976,170900.7975
11181186,106088.115,47464.918,44.741,520542.2976,171250.7975
11181188,106088.115,60899.13,57.404,520542.2976,171600.7975
11181190,106088.115,74734.709,70.446,520542.2976,171950.7975
11181192,106088.115,64194.364,60.51,520542.2976,172300.7975
11181194,106088.115,59544.521,56.127,520542.2976,172650.7975
11181196,106088.115,16736.671,15.776,520542.2976,173000.7975
11181198,106088.115,71128.961,67.047,520542.2976,173350.7975
11181200,106088.115,2425.199,2.286,520542.2976,173700.7975
11181202,106088.115,16636.499,15.682,520542.2976,174050.7975
11181204,106088.115,11963.847,11.277,520542.2976,174400.7975
11181206,106088.115,17454.017,16.452,520542.2976,174750.7975
11181208,106088.115,16062.165,15.14,520542.2976,175100.7975
11181210,106088.115,8033.242,7.572,520542.2976,175450.7975
11181212,106088.115,7547.007,7.114,520542.2976,175800.7975
11181214,106088.115,6860.753,6.467,520542.2976,176150.7975
11181216,106088.115,5108.37,4.815,520542.2976,176500.7975
11181218,106088.115,9528.527,8.982,520542.2976,176850.7975
11181220,106088.115,18086.871,17.049,520542.2976,177200.7975
11181222,106088.115,42532.576,40.092,520542.2976,177550.7975
11181224,106088.115,30596.8,28.841,520542.2976,177900.7975
11181226,106088.115,18694.615,17.622,520542.2976,178250.7975
11181228,106088.115,13250.298,12.49,520542.2976,178600.7975
11181230,106088.115,19457.999,18.341,520542.2976,178950.7975
11181232,106088.115,15610.142,14.714,520542.2976,179300.7975
11181234,106088.115,18552.8,17.488,520542.2976,179650.7975
11181236,106088.115,24230.703,22.84,520542.2976,180000.7975
11181238,106088.115,22791.656,21.484,520542.2976,180350.7975
11181240,106088.115,31111.527,29.326,520542.2976,180700.7975
11181242,106088.115,20020.695,18.872,520542.2976,181050.7975
11181244,106088.115,15961.525,15.046,520542.2976,181400.7975
11181246,106088.115,10896.329,10.271,520542.2976,181750.7975
11181248,106088.115,18936.417,17.85,520542.2976,182100.7975
11181250,106088.115,515.505,0.486,520542.2976,182450.7975
11181252,106088.115,9366.633,8.829,520542.2976,182800.7975
11181254,106088.115,2953.084,2.784,520542.2976,183150.7975
11181256,106088.115,3948.647,3.722,520542.2976,183500.7975
11181258,106088.115,13370.809,12.603,520542.2976,183850.7975
11181260,106088.115,17958.116,16.928,520542.2976,184200.7975
11181262,106088.115,10470.802,9.87,520542.2976,184550.7975
11181264,106088.115,14944.443,14.087,520542.2976,184900.7975
11181266,106088.115,5809.055,5.476,520542.2976,185250.7975
11181268,106088.115,1325.564,1.249,520542.2976,185600.7975
11181270,106088.115,11439.269,10.783,520542.2976,185950.7975
11181272,106088.115,29458.082,27.768,520542.2976,186300.7975
11181274,106088.115,38657.88,36.439,520542.2976,186650.7975
11181276,106088.115,39241.397,36.989,520542.2976,187000.7975
11181278,106088.115,33892.173,31.947,520542.2976,187350.7975
11181280,106088.115,16541.675,15.592,520542.2976,187700.7975
11181282,106088.115,13163.0,12.408,520542.2976,188050.7975
11181284,106088.115,12341.24,11.633,520542.2976,188400.7975
11181286,106088.115,22209.242,20.935,520542.2976,188750.7975
11181288,106088.115,24295.901,22.902,520542.2976,189100.7975
11181290,106088.115,8231.921,7.76,520542.2976,189450.7975
11181292,106088.115,6431.88,6.063,520542.2976,189800.7975
11181294,106088.115,21548.262,20.312,520542.2976,190150.7975
11181296,106088.115,35255.745,33.233,520542.2976,190500.7975
11181298,106088.115,18511.486,17.449,520542.2976,190850.7975
11181300,106088.115,16866.812,15.899,520542.2976,191200.7975
11181302,106088.115,18290.441,17.241,520542.2976,191550.7975
11181304,106088.115,22912.829,21.598,520542.2976,191900.7975
11181306,106088.115,17886.806,16.86,520542.2976,192250.7975
11181308,106088.115,24586.291,23.175,520542.2976,192600.7975
11181310,106088.115,19721.338,18.59,520542.2976,192950.7975
11181312,106088.115,24295.007,22.901,520542.2976,193300.7975
11181314,106088.115,48909.454,46.103,520542.2976,193650.7975
11181316,106088.115,49973.522,47.106,520542.2976,194000.7975
11181318,106088.115,78430.215,73.929,520542.2976,194350.7975
11181320,106088.115,79748.153,75.172,520542.2976,194700.7975
11181322,106088.115,18298.554,17.248,520542.2976,195050.7975
11191153,106088.115,42793.417,40.338,520845.4065,165475.7975
11191155,106088.115,34360.86,32.389,520845.4065,165825.7975
11191157,106088.115,51371.013,48.423,520845.4065,166175.7975
11191159,106088.115,16253.806,15.321,520845.4065,166525.7975
11191161,106088.115,14164.579,13.352,520845.4065,166875.7975
11191163,106088.115,15931.369,15.017,520845.4065,167225.7975
11191165,106088.115,29034.486,27.368,520845.4065,167575.7975
11191167,106088.115,21103.909,19.893,520845.4065,167925.7975
11191169,106088.115,11904.634,11.221,520845.4065,168275.7975
11191171,106088.115,17197.907,16.211,520845.4065,168625.7975
11191173,106088.115,18247.358,17.2,520845.4065,168975.7975
11191175,106088.115,16436.826,15.494,520845.4065,169325.7975
11191177,106088.115,29658.31,27.956,520845.4065,169675.7975
11191179,106088.115,39562.219,37.292,520845.4065,170025.7975
11191181,106088.115,35961.839,33.898,520845.4065,170375.7975
11191183,106088.115,49855.31,46.994,520845.4065,170725.7975
11191185,106088.115,44625.697,42.065,520845.4065,171075.7975
11191187,106088.115,44089.557,41.559,520845.4065,171425.7975
11191189,106088.115,27941.645,26.338,520845.4065,171775.7975
11191191,106088.115,78510.063,74.005,520845.4065,172125.7975
11191193,106088.115,18489.634,17.429,520845.4065,172475.7975
11191195,106088.115,62161.371,58.594,520845.4065,172825.7975
11191197,106088.115,23727.921,22.366,520845.4065,173175.7975
11191199,106088.115,48809.73,46.009,520845.4065,173525.7975
11191201,106088.115,121.865,0.115,520845.4065,173875.7975
11191203,106088.115,16687.577,15.73,520845.4065,174225.7975
11191205,106088.115,36150.685,34.076,520845.4065,174575.7975
11191207,106088.115,20788.705,19.596,520845.4065,174925.7975
11191209,106088.115,11091.779,10.455,520845.4065,175275.7975
11191211,106088.115,7882.05,7.43,520845.4065,175625.7975
11191213,106088.115,9939.552,9.369,520845.4065,175975.7975
11191215,106088.115,12511.623,11.794,520845.4065,176325.7975
11191217,106088.115,8650.386,8.154,520845.4065,176675.7975
11191219,106088.115,11204.793,10.562,520845.4065,177025.7975
11191221,106088.115,31672.848,29.855,520845.4065,177375.7975
11191223,106088.115,41634.695,39.245,520845.4065,177725.7975
11191225,106088.115,29313.321,27.631,520845.4065,178075.7975
11191227,106088.115,16375.159,15.435,520845.4065,178425.7975
11191229,106088.115,20949.391,19.747,520845.4065,178775.7975
11191231,106088.115,25008.414,23.573,520845.4065,179125.7975
11191233,106088.115,20138.702,18.983,520845.4065,179475.7975
11191235,106088.115,9871.492,9.305,520845.4065,179825.7975
11191237,106088.115,29758.607,28.051,520845.4065,180175.7975
11191239,106088.115,31649.411,29.833,520845.4065,180525.7975
11191241,106088.115,30760.41,28.995,520845.4065,180875.7975
11191243,106088.115,25868.336,24.384,520845.4065,181225.7975
11191245,106088.115,17361.707,16.365,520845.4065,181575.7975
11191247,106088.115,12337.801,11.63,520845.4065,181925.7975
11191249,106088.115,1298.942,1.224,520845.4065,182275.7975
11191251,106088.115,1368.017,1.29,520845.4065,182625.7975
11191253,106088.115,5781.103,5.449,520845.4065,182975.7975
11191255,106088.115,9676.9,9.122,520845.4065,183325.7975
11191257,106088.115,15535.964,14.644,520845.4065,183675.7975
11191259,106088.115,20147.425,18.991,520845.4065,184025.7975
11191261,106088.115,10913.606,10.287,520845.4065,184375.7975
11191263,106088.115,15542.612,14.651,520845.4065,184725.7975
11191265,106088.115,9246.367,8.716,520845.4065,185075.7975
11191267,106088.115,4471.703,4.215,520845.4065,185425.7975
11191269,106088.115,10072.696,9.495,520845.4065,185775.7975
11191271,106088.115,18008.018,16.975,520845.4065,186125.7975
11191273,106088.115,24207.597,22.818,520845.4065,186475.7975
11191275,106088.115,20780.819,19.588,520845.4065,186825.7975
11191277,106088.115,60581.09,57.105,520845.4065,187175.7975
11191279,106088.115,16891.788,15.922,520845.4065,187525.7975
11191281,106088.115,14645.271,13.805,520845.4065,187875.7975
11191283,106088.115,22880.913,21.568,520845.4065,188225.7975
11191285,106088.115,21678.382,20.434,520845.4065,188575.7975
11191287,106088.115,20743.463,19.553,520845.4065,188925.7975
11191289,106088.115,13544.005,12.767,520845.4065,189275.7975
11191291,106088.115,15071.659,14.207,520845.4065,189625.7975
11191293,106088.115,18690.75,17.618,520845.4065,189975.7975
11191295,106088.115,26033.034,24.539,520845.4065,190325.7975
11191297,106088.115,20441.912,19.269,520845.4065,190675.7975
11191299,106088.115,15002.017,14.141,520845.4065,191025.7975
11191301,106088.115,13779.934,12.989,520845.4065,191375.7975
11191303,106088.115,23642.148,22.285,520845.4065,191725.7975
11191305,106088.115,22674.02,21.373,520845.4065,192075.7975
11191307,106088.115,26729.966,25.196,520845.4065,192425.7975
11191309,106088.115,16093.32,15.17,520845.4065,192775.7975
11191311,106088.115,19605.45,18.48,520845.4065,193125.7975
11191313,106088.115,24178.929,22.791,520845.4065,193475.7975
11191315,106088.115,63459.677,59.818,520845.4065,193825.7975
11191317,106088.115,68477.948,64.548,520845.4065,194175.7975
11191319,106088.115,68993.7,65.034,520845.4065,194525.7975
11191321,106088.115,54623.671,51.489,520845.4065,194875.7975
11191323,106088.115,30055.077,28.33,520845.4065,195225.7975
11201156,106088.115,38484.863,36.276,521148.5154,166000.7975
11201158,106088.115,19667.833,18.539,521148.5154,166350.7975
11201160,106088.115,17519.207,16.514,521148.5154,166700.7975
11201162,106088.115,15930.547,15.016,521148.5154,167050.7975
11201164,106088.115,19389.935,18.277,521148.5154,167400.7975
11201166,106088.115,23608.198,22.253,521148.5154,167750.7975
11201168,106088.115,13884.822,13.088,521148.5154,168100.7975
11201170,106088.115,10485.204,9.883,521148.5154,168450.7975
11201172,106088.115,13895.752,13.098,521148.5154,168800.7975
11201174,106088.115,20528.73,19.351,521148.5154,169150.7975
11201176,106088.115,25374.903,23.919,521148.5154,169500.7975
11201178,106088.115,32969.201,31.077,521148.5154,169850.7975
11201180,106088.115,43613.052,41.11,521148.5154,170200.7975
11201182,106088.115,47681.247,44.945,521148.5154,170550.7975
11201184,106088.115,39767.755,37.486,521148.5154,170900.7975
11201186,106088.115,18322.796,17.271,521148.5154,171250.7975
11201188,106088.115,18492.336,17.431,521148.5154,171600.7975
11201190,106088.115,22096.522,20.828,521148.5154,171950.7975
11201192,106088.115,50621.037,47.716,521148.5154,172300.7975
11201194,106088.115,19380.228,18.268,521148.5154,172650.7975
11201196,106088.115,45286.058,42.687,521148.5154,173000.7975
11201198,106088.115,41512.087,39.13,521148.5154,173350.7975
11201200,106088.115,8413.758,7.931,521148.5154,173700.7975
11201202,106088.115,8449.979,7.965,521148.5154,174050.7975
11201204,106088.115,20011.556,18.863,521148.5154,174400.7975
11201206,106088.115,10032.87,9.457,521148.5154,174750.7975
11201208,106088.115,11631.489,10.964,521148.5154,175100.7975
11201210,106088.115,13703.338,12.917,521148.5154,175450.7975
11201212,106088.115,5485.822,5.171,521148.5154,175800.7975
11201214,106088.115,8583.577,8.091,521148.5154,176150.7975
11201216,106088.115,11448.278,10.791,521148.5154,176500.7975
11201218,106088.115,1961.828,1.849,521148.5154,176850.7975
11201220,106088.115,18292.426,17.243,521148.5154,177200.7975
11201222,106088.115,27004.133,25.454,521148.5154,177550.7975
11201224,106088.115,15564.525,14.671,521148.5154,177900.7975
11201226,106088.115,14980.302,14.121,521148.5154,178250.7975
11201228,106088.115,22043.446,20.778,521148.5154,178600.7975
11201230,106088.115,25319.221,23.866,521148.5154,178950.7975
11201232,106088.115,23243.182,21.909,521148.5154,179300.7975
11201234,106088.115,9323.046,8.788,521148.5154,179650.7975
11201236,106088.115,9937.195,9.367,521148.5154,180000.7975
11201238,106088.115,17165.459,16.18,521148.5154,180350.7975
11201240,106088.115,21192.832,19.977,521148.5154,180700.7975
11201242,106088.115,20393.847,19.223,521148.5154,181050.7975
11201244,106088.115,18460.888,17.401,521148.5154,181400.7975
11201246,106088.115,27188.097,25.628,521148.5154,181750.7975
11201248,106088.115,11987.223,11.299,521148.5154,182100.7975
11201250,106088.115,8237.886,7.765,521148.5154,182450.7975
11201252,106088.115,2232.164,2.104,521148.5154,182800.7975
11201254,106088.115,7161.373,6.75,521148.5154,183150.7975
11201256,106088.115,20941.57,19.74,521148.5154,183500.7975
11201258,106088.115,11473.626,10.815,521148.5154,183850.7975
11201260,106088.115,8936.935,8.424,521148.5154,184200.7975
11201262,106088.115,13523.888,12.748,521148.5154,184550.7975
11201264,106088.115,18562.892,17.498,521148.5154,184900.7975
11201266,106088.115,1700.607,1.603,521148.5154,185250.7975
11201268,106088.115,13250.968,12.491,521148.5154,185600.7975
11201270,106088.115,8760.454,8.258,521148.5154,185950.7975
11201272,106088.115,12936.424,12.194,521148.5154,186300.7975
11201274,106088.115,12599.559,11.877,521148.5154,186650.7975
11201276,106088.115,37682.614,35.52,521148.5154,187000.7975
11201278,106088.115,43499.998,41.004,521148.5154,187350.7975
11201280,106088.115,40984.596,38.633,521148.5154,187700.7975
11201282,106088.115,13096.67,12.345,521148.5154,188050.7975
11201284,106088.115,22232.386,20.957,521148.5154,188400.7975
11201286,106088.115,12211.217,11.51,521148.5154,188750.7975
11201288,106088.115,10988.685,10.358,521148.5154,189100.7975
11201290,106088.115,20033.769,18.884,521148.5154,189450.7975
11201292,106088.115,12960.805,12.217,521148.5154,189800.7975
11201294,106088.115,19820.495,18.683,521148.5154,190150.7975
11201296,106088.115,23122.037,21.795,521148.5154,190500.7975
11201298,106088.115,23474.964,22.128,521148.5154,190850.7975
11201300,106088.115,20551.72,19.372,521148.5154,191200.7975
11201302,106088.115,22712.648,21.409,521148.5154,191550.7975
11201304,106088.115,20870.861,19.673,521148.5154,191900.7975
11201306,106088.115,29769.341,28.061,521148.5154,192250.7975
11201308,106088.115,28268.726,26.646,521148.5154,192600.7975
11201310,106088.115,26330.65,24.82,521148.5154,192950.7975
11201312,106088.115,29539.784,27.845,521148.5154,193300.7975
11201314,106088.115,26708.854,25.176,521148.5154,193650.7975
11201316,106088.115,93000.289,87.663,521148.5154,194000.7975
11201318,106088.115,28445.657,26.813,521148.5154,194350.7975
11201320,106088.115,31079.084,29.296,521148.5154,194700.7975
11201322,106088.115,77437.936,72.994,521148.5154,195050.7975
11201324,106088.115,74598.166,70.317,521148.5154,195400.7975
11201326,106088.115,69434.906,65.45,521148.5154,195750.7975
11201328,106088.115,23231.146,21.898,521148.5154,196100.7975
11211157,106088.0975,17461.434,16.459,521451.624272,166175.7975
11211159,106088.0975,23394.921,22.052,521451.624272,166525.7975
11211161,106088.0975,16911.732,15.941,521451.624272,166875.7975
11211163,106088.0975,16050.267,15.129,521451.624272,167225.7975
11211165,106088.0975,15151.152,14.282,521451.624272,167575.7975
11211167,106088.0975,10926.335,10.299,521451.624272,167925.7975
11211169,106088.0975,7750.762,7.306,521451.624272,168275.7975
11211171,106088.0975,29681.02,27.978,521451.624272,168625.7975
11211173,106088.0975,18343.828,17.291,521451.624272,168975.7975
11211175,106088.0975,24896.108,23.467,521451.624272,169325.7975
11211177,106088.0975,28130.239,26.516,521451.624272,169675.7975
11211179,106088.0975,29793.788,28.084,521451.624272,170025.7975
11211181,106088.0975,52506.84,49.494,521451.624272,170375.7975
11211183,106088.0975,46665.816,43.988,521451.624272,170725.7975
11211185,106088.0975,49976.226,47.108,521451.624272,171075.7975
11211187,106088.0975,77435.614,72.992,521451.624272,171425.7975
11211189,106088.0975,50759.424,47.846,521451.624272,171775.7975
11211191,106088.0975,27177.898,25.618,521451.624272,172125.7975
11211193,106088.0975,27994.95,26.388,521451.624272,172475.7975
11211195,106088.0975,8103.029,7.638,521451.624272,172825.7975
11211197,106088.0975,14772.837,13.925,521451.624272,173175.7975
11211199,106088.0975,12002.344,11.314,521451.624272,173525.7975
11211201,106088.0975,16725.617,15.766,521451.624272,173875.7975
11211203,106088.0975,20970.306,19.767,521451.624272,174225.7975
11211205,106088.0975,17598.746,16.589,521451.624272,174575.7975
11211207,106088.0975,13997.09,13.194,521451.624272,174925.7975
11211209,106088.0975,9211.341,8.683,521451.624272,175275.7975
11211211,106088.0975,14070.1,13.263,521451.624272,175625.7975
11211213,106088.0975,9311.402,8.777,521451.624272,175975.7975
11211215,106088.0975,5811.581,5.478,521451.624272,176325.7975
11211217,106088.0975,7986.836,7.528,521451.624272,176675.7975
11211219,106088.0975,19669.647,18.541,521451.624272,177025.7975
11211221,106088.0975,13541.533,12.764,521451.624272,177375.7975
11211223,106088.0975,12933.021,12.191,521451.624272,177725.7975
11211225,106088.0975,11562.515,10.899,521451.624272,178075.7975
11211227,106088.0975,21395.83,20.168,521451.624272,178425.7975
11211229,106088.0975,21890.256,20.634,521451.624272,178775.7975
11211231,106088.0975,34016.36,32.064,521451.624272,179125.7975
11211233,106088.0975,27691.917,26.103,521451.624272,179475.7975
11211235,106088.0975,11059.468,10.425,521451.624272,179825.7975
11211237,106088.0975,16417.943,15.476,521451.624272,180175.7975
11211239,106088.0975,23512.026,22.163,521451.624272,180525.7975
11211241,106088.0975,12475.39,11.759,521451.624272,180875.7975
11211243,106088.0975,27219.652,25.658,521451.624272,181225.7975
11211245,106088.0975,32233.528,30.384,521451.624272,181575.7975
11211247,106088.0975,10355.537,9.761,521451.624272,181925.7975
11211249,106088.0975,11638.223,10.97,521451.624272,182275.7975
11211251,106088.0975,10271.861,9.682,521451.624272,182625.7975
11211253,106088.0975,3184.012,3.001,521451.624272,182975.7975
11211255,106088.0975,8970.255,8.455,521451.624272,183325.7975
11211257,106088.0975,7643.699,7.205,521451.624272,183675.7975
11211259,106088.0975,10752.262,10.135,521451.624272,184025.7975
11211261,106088.0975,12892.974,12.153,521451.624272,184375.7975
11211263,106088.0975,12841.137,12.104,521451.624272,184725.7975
11211265,106088.0975,11772.41,11.097,521451.624272,185075.7975
11211267,106088.0975,10000.939,9.427,521451.624272,185425.7975
11211269,106088.0975,20796.72,19.603,521451.624272,185775.7975
11211271,106088.0975,16635.392,15.681,521451.624272,186125.7975
11211273,106088.0975,16118.305,15.193,521451.624272,186475.7975
11211275,106088.0975,23914.546,22.542,521451.624272,186825.7975
11211277,106088.0975,27393.474,25.821,521451.624272,187175.7975
11211279,106088.0975,38968.017,36.732,521451.624272,187525.7975
11211281,106088.0975,65100.035,61.364,521451.624272,187875.7975
11211283,106088.0975,52382.872,49.377,521451.624272,188225.7975
11211285,106088.0975,12018.668,11.329,521451.624272,188575.7975
11211287,106088.0975,12860.64,12.123,521451.624272,188925.7975
11211289,106088.0975,14793.031,13.944,521451.624272,189275.7975
11211291,106088.0975,25080.215,23.641,521451.624272,189625.7975
11211293,106088.0975,15102.131,14.235,521451.624272,189975.7975
11211295,106088.0975,16981.21,16.007,521451.624272,190325.7975
11211297,106088.0975,25340.61,23.886,521451.624272,190675.7975
11211299,106088.0975,11856.119,11.176,521451.624272,191025.7975
11211301,106088.0975,22225.994,20.951,521451.624272,191375.7975
11211303,106088.0975,22059.697,20.794,521451.624272,191725.7975
11211305,106088.0975,17898.422,16.871,521451.624272,192075.7975
11211307,106088.0975,23395.696,22.053,521451.624272,192425.7975
11211309,106088.0975,31751.833,29.93,521451.624272,192775.7975
11211311,106088.0975,33080.443,31.182,521451.624272,193125.7975
11211313,106088.0975,50345.942,47.457,521451.624272,193475.7975
11211315,106088.0975,48252.468,45.483,521451.624272,193825.7975
11211317,106088.0975,27579.432,25.997,521451.624272,194175.7975
11211319,106088.0975,22006.897,20.744,521451.624272,194525.7975
11211321,106088.0975,72053.251,67.918,521451.624272,194875.7975
11211323,106088.0975,55615.151,52.424,521451.624272,195225.7975
11211325,106088.0975,86874.59,81.889,521451.624272,195575.7975
11211327,106088.0975,53066.786,50.021,521451.624272,195925.7975
11211329,106088.0975,34205.197,32.242,521451.624272,196275.7975
11211331,106088.0975,28631.307,26.988,521451.624272,196625.7975
11221156,106088.0975,15926.837,15.013,521754.733128,166000.7975
11221158,106088.0975,16043.283,15.123,521754.733128,166350.7975
11221160,106088.0975,23773.06,22.409,521754.733128,166700.7975
11221162,106088.0975,14186.436,13.372,521754.733128,167050.7975
11221164,106088.0975,19307.983,18.2,521754.733128,167400.7975
11221166,106088.0975,10061.79,9.484,521754.733128,167750.7975
11221168,106088.0975,7460.612,7.032,521754.733128,168100.7975
11221170,106088.0975,15155.457,14.286,521754.733128,168450.7975
11221172,106088.0975,39141.928,36.896,521754.733128,168800.7975
11221174,106088.0975,37608.994,35.451,521754.733128,169150.7975
11221176,106088.0975,30818.622,29.05,521754.733128,169500.7975
11221178,106088.0975,20540.901,19.362,521754.733128,169850.7975
11221180,106088.0975,33483.318,31.562,521754.733128,170200.7975
11221182,106088.0975,56193.269,52.968,521754.733128,170550.7975
11221184,106088.0975,71882.786,67.758,521754.733128,170900.7975
11221186,106088.0975,105110.174,99.078,521754.733128,171250.7975
11221188,106088.0975,102850.829,96.949,521754.733128,171600.7975
11221190,106088.0975,78849.947,74.325,521754.733128,171950.7975
11221192,106088.0975,19729.195,18.597,521754.733128,172300.7975
11221194,106088.0975,17844.945,16.821,521754.733128,172650.7975
11221196,106088.0975,5584.058,5.264,521754.733128,173000.7975
11221198,106088.0975,26437.47,24.92,521754.733128,173350.7975
11221200,106088.0975,17313.035,16.319,521754.733128,173700.7975
11221202,106088.0975,21937.483,20.679,521754.733128,174050.7975
11221204,106088.0975,24933.898,23.503,521754.733128,174400.7975
11221206,106088.0975,16445.713,15.502,521754.733128,174750.7975
11221208,106088.0975,13736.531,12.948,521754.733128,175100.7975
11221210,106088.0975,28811.043,27.158,521754.733128,175450.7975
11221212,106088.0975,21164.2,19.95,521754.733128,175800.7975
11221214,106088.0975,13742.939,12.954,521754.733128,176150.7975
11221216,106088.0975,17270.735,16.28,521754.733128,176500.7975
11221218,106088.0975,15227.076,14.353,521754.733128,176850.7975
11221220,106088.0975,17580.655,16.572,521754.733128,177200.7975
11221222,106088.0975,35633.244,33.588,521754.733128,177550.7975
11221224,106088.0975,22791.85,21.484,521754.733128,177900.7975
11221226,106088.0975,24872.836,23.445,521754.733128,178250.7975
11221228,106088.0975,23135.067,21.807,521754.733128,178600.7975
11221230,106088.0975,21726.459,20.48,521754.733128,178950.7975
11221232,106088.0975,33035.438,31.14,521754.733128,179300.7975
11221234,106088.0975,13370.139,12.603,521754.733128,179650.7975
11221236,106088.0975,16906.736,15.937,521754.733128,180000.7975
11221238,106088.0975,25091.857,23.652,521754.733128,180350.7975
11221240,106088.0975,27861.282,26.262,521754.733128,180700.7975
11221242,106088.0975,25723.936,24.248,521754.733128,181050.7975
11221244,106088.0975,24097.145,22.714,521754.733128,181400.7975
11221246,106088.0975,24976.072,23.543,521754.733128,181750.7975
11221248,106088.0975,2724.473,2.568,521754.733128,182100.7975
11221250,106088.0975,11418.823,10.764,521754.733128,182450.7975
11221252,106088.0975,7687.809,7.247,521754.733128,182800.7975
11221254,106088.0975,8849.238,8.341,521754.733128,183150.7975
11221256,106088.0975,9665.168,9.111,521754.733128,183500.7975
11221258,106088.0975,22121.978,20.852,521754.733128,183850.7975
11221260,106088.0975,25847.003,24.364,521754.733128,184200.7975
11221262,106088.0975,15570.428,14.677,521754.733128,184550.7975
11221264,106088.0975,2771.086,2.612,521754.733128,184900.7975
11221266,106088.0975,21635.099,20.394,521754.733128,185250.7975
11221268,106088.0975,19717.017,18.586,521754.733128,185600.7975
11221270,106088.0975,29287.336,27.607,521754.733128,185950.7975
11221272,106088.0975,21660.564,20.418,521754.733128,186300.7975
11221274,106088.0975,10771.256,10.153,521754.733128,186650.7975
11221276,106088.0975,28839.755,27.185,521754.733128,187000.7975
11221278,106088.0975,12411.621,11.699,521754.733128,187350.7975
11221280,106088.0975,44610.158,42.05,521754.733128,187700.7975
11221282,106088.0975,20245.67,19.084,521754.733128,188050.7975
11221284,106088.0975,23603.402,22.249,521754.733128,188400.7975
11221286,106088.0975,29064.674,27.397,521754.733128,188750.7975
11221288,106088.0975,31228.438,29.436,521754.733128,189100.7975
11221290,106088.0975,25422.782,23.964,521754.733128,189450.7975
11221292,106088.0975,1101.594,1.038,521754.733128,189800.7975
11221294,106088.0975,12584.139,11.862,521754.733128,190150.7975
11221296,106088.0975,19794.158,18.658,521754.733128,190500.7975
11221298,106088.0975,14012.203,13.208,521754.733128,190850.7975
11221300,106088.0975,19095.241,17.999,521754.733128,191200.7975
